index,country,continent,sub-region,clean fuels for cooking (% of population),Access to electricity (% of population),Adolescents out of school (% of lower secondary school age),Agricultural irrigated land (% of total agricultural land),Agricultural land (% ),Arable land (% of land area),Arable land (hectares per person),Armed forces (% labor force),"Armed forces personnel, total",precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)","Children in employment, total (% of children ages 7-14)",Children out of school (% of primary school age),Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),"Death rate, crude (per 1,000 people)",doing business score,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Electric power consumption (kWh per capita),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Fertility rate, total (births per woman)",GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",Human capital index (HCI) (scale 0-1),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)",Level of water stress,"Life expectancy at birth, total (years)",Lifetime risk of maternal death (%),Military expenditure (% of GDP),Population density,Population growth (annual %),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Rural population (% of total population),Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,free,partly free,not free,OCDE,immigration_flow,immigration_100k
0,Afghanistan,Asia,Southern Asia,32.55714285714286,95.31428571428572,0.0,6.1023588744206085,58.43227958586038,11.936411563843604,0.20873653605635292,2.9887027963485786,272380.0,327.0,36.52957142857143,0.0,0.0,0.0,145.1844660031815,-1.37209139764309,28.85,7.034142857142858,41.0836625,1.0251353283723204,20.7471957206726,0.0,43.746325,22.04379,0.0,4.882714285714286,18640801461.93698,-2.0763845361930198,491.43276622839795,2578.6760561266883,0.39425779430071534,3.0720912812537557,6.339003375013942,54.7570194384,62.89057142857143,3.617524324623786,1.2110839937719184,57.963106791863524,2.5400326470300474,42.18739259487547,10.931371584857525,38261462.625,74.074,8.5,0.014599999999999998,11.936625,20.0,3.294,0,0,1,0,84360,220.48294605674394
1,Albania,Europe,Southern Europe,81.7,99.97142857142856,2.824656240642072,15.210061242129136,42.44810740354536,22.164994786235663,0.21338471652682744,0.6192206124647841,8500.0,1485.0,10.522857142857143,76.74011512994672,0.0,4.307717511430385,122.31493747525387,-0.4943975321948527,11.65,9.468142857142857,66.4356775,14.23537302017215,97.32564671834308,0.0,57.60767,23.46594,18.974315,1.4374285714285713,13129725458.694075,3.452330422177763,4645.446923805241,15407.970158099299,0.6279724068641663,2.7310710773508826,2.2919863329843966,5.863381410266666,78.09400000000001,0.00993410770667744,1.268485207559495,103.73998435870699,-0.5987406367384506,28.053076493568362,0.0,2830412.625,38.395625,4.75,4.99,12.026625,37.0,1.809,0,1,0,0,5740,202.79728649104652
2,Algeria,Africa,North Africa,99.68571428571428,99.64285714285714,2.75701999664307,3.1842342291087604,17.347772694728054,3.1488436819956496,0.17501391229613142,2.5818297003745396,318840.0,89.0,23.117142857142856,0.0,0.0,0.3756687473505735,159.80770877682363,-0.6397260054945946,11.675,4.594428571428572,47.35807,0.0,64.0072479248047,0.0,0.0,0.0,0.0,2.967428571428571,201102597215.91946,1.7749999999999932,4615.825547883958,15014.315117060292,0.5298501246770223,5.804931552161454,1.3776251183677382,136.57895971105,75.99628571428572,0.268670628742331,6.111140604887735,18.15119875994673,1.7854682191543336,8.61307879942877,6.32111553758264,43598049.875,26.579625,18.0,0.594,12.291500000000001,36.0,2.11,0,0,1,0,41860,96.01346876756377
3,American Samoa,Oceania,Oceania,0.0,0.0,0.0,0.0,14.178571428571429,4.742857142857143,0.018670121797512953,0.0,0.0,0.0,14.366666666666667,0.0,0.0,0.0,0.0,1.4436683654785163,0.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644083751.3631407,-0.15990649065687584,12809.947037129028,0.0,0.0,0.0,10.249546092320475,0.0,0.0,0.0,0.0,251.6257142857143,-1.3351956842695272,0.0,0.0,49974.625,12.822375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
4,Andorra,Europe,Southern Europe,100.0,100.0,7.136008828878401,0.0,39.98899696048632,1.6777203647416414,0.010544686184953066,0.0,0.0,0.0,7.300000000000001,0.0,0.0,6.742503739893436,0.0,1.2191364616155624,0.0,4.3,0.0,11.80499982833865,97.83499908447266,0.0,21.657373333333336,24.68047,5.737136666666667,0.0,2968114171.6113214,2.1138836261771825,38688.475250438314,62159.042308161755,0.0,0.0,2.57400257400257,0.0,0.0,0.0,0.0,162.01489361702127,1.4198740566546348,0.0,0.0,76735.625,12.024624999999999,0.0,10.814,0.0,0.0,0.0,1,0,0,0,0,0.0
5,Angola,Africa,Central Africa,49.028571428571425,45.614285714285714,0.0,0.0,36.77720610984427,4.300839931705417,0.16885296235348246,0.9069651761646051,117000.0,1010.0,39.77542857142857,0.0,0.0,0.0,468.08305875508063,-0.9987621381878848,15.774999999999999,8.041571428571428,39.7873725,0.01033555809408425,72.16603088378905,0.0,0.0,0.0,0.0,5.447285714285714,85465069266.88338,-0.6423606929019616,2613.3129807742635,8115.769760039502,0.36119878244400033,22.534251641990462,4.10224812286562,1.8718832891000001,61.885285714285715,1.417510557895182,1.8279399346082112,25.978215173773044,3.32889169528499,37.57994139425166,24.9683323968041,32932399.0,33.533375,36.0,6.029999999999999,15.988,33.0,2.043,0,0,1,0,980,2.975792926594871
6,Antigua and Barbuda,Latin America & Caribbean ,Latin America & Caribbean ,100.0,100.0,1.1929367613047366,0.0,20.454545454545457,9.090909090909092,0.0438853561866813,0.0,36.0,1030.0,11.715428571428571,0.0,0.0,0.9509566277265545,118.45212945675951,0.3034779131412506,8.775,5.925714285714286,59.6853925,0.0,90.0956573486328,0.0,0.0,0.0,0.0,1.5015714285714286,1566374226.8331797,2.4133071545988654,17092.49149991689,27368.78945278154,0.586960434913635,2.483595887771015,13.035831169479502,8.4615384615,78.59942857142858,0.0296589988331737,0.0,207.71493506493508,0.5346279339372909,0.0,0.0,91634.75,75.480625,21.25,7.934,0.0,0.0,0.0,1,0,0,0,735,802.0974575693174
7,Argentina,South America,South America,99.85714285714286,99.98571428571428,0.776998570987157,1.199574744802525,42.988640839846674,15.070300493348848,0.9159386370474986,0.5263457168779253,104330.0,591.0,14.974428571428572,0.0,0.0,0.6757928473608834,0.0,-0.27611258067190647,7.875,8.138857142857143,57.924935,0.0,0.0,0.0,29.8343,40.23776,21.223959999999998,2.0162857142857145,575851210855.4153,0.04001536198073019,12826.137537428356,26880.498602111362,0.6101704831123353,0.0,5.297275976295605,10.4566640772,76.39571428571428,0.08440387831385167,0.7015367790845176,16.37691121130166,0.5790451173655956,36.577985101982094,43.12960221460639,44908513.125,7.951625000000002,17.875,8.214,8.5795,37.0,1.855,1,0,0,0,3310,7.37054017082869
8,Armenia,Asia,Western Asia,97.82857142857142,99.91428571428571,1.8260212615132327,9.257400018302869,58.76270761202268,15.620201716092128,0.14978615052184327,3.291459161535119,48580.0,562.0,12.930428571428573,55.0154542538827,0.0,4.528386309742929,135.26418513429786,-0.2252128991240169,0.8500000000000001,10.912857142857144,72.4529375,19.34229373931886,99.55996595110211,0.0,20.019624999999998,48.973725,13.088215,1.58,12621796667.495378,5.0000000000602505,4244.932462814757,15847.535573827001,0.5775749197006222,2.8184035095303686,2.3133495229877483,58.58045861073333,73.95157142857144,0.04384384998601134,4.478503904039917,104.35144763911887,-0.05712627739409465,57.6072335308193,36.48072093913883,2973387.5,36.673875,4.5,4.794,16.607375,47.0,2.052,0,1,0,0,2120,71.29914953903587
9,Australia,Oceania,Oceania,100.0,100.0,0.5526528581976894,0.5620622101519573,46.776195143984104,4.002849706579026,1.2254086489714389,0.441954259375587,58580.0,534.0,12.200000000000001,60.01467955050973,0.0,0.2451900014254663,123.03590010405813,1.7458370774984362,0.7,6.628571428571428,80.726085,8.60051167011261,99.84893417358397,0.0,32.99107,31.27629,26.82461,1.685857142857143,1500661073280.2615,2.4706184634934303,59076.28231301378,57949.150634335965,0.784691163857778,2.831216846260002,0.8602658300418883,4.401664748033333,82.89965156794426,0.00779515165007752,1.9626100460392362,3.276691539692156,1.4095930042059688,22.506638730115675,61.18499832545863,25386198.25,13.806500000000002,2.375,10.181999999999999,5.09125,75.0,1.536,1,0,0,1,16330,64.32629194487599
10,Austria,Europe,Western Europe,100.0,100.0,1.3422614336013798,1.430620522288843,31.90816338896198,16.090637248113012,0.15004969291348327,0.48468127938500327,22250.0,1110.0,9.62857142857143,88.94144807057941,0.0,1.3742628778730135,122.52017727002863,1.4000361263751988,4.95,9.785714285714286,78.76221,11.9159278869629,99.99999618530272,0.0,16.60016,39.62838,32.48871,1.4728571428571429,405878722045.0375,1.42858409726108,45531.68465676015,63215.23734196053,0.7694709556897483,3.3764647155539014,0.7853207774770716,8.783887507283334,81.47839721254356,0.00753089891487156,0.794128638937081,107.62618066615885,0.6880454790968258,36.7203867147214,21.54236215705564,8912618.5,41.3325,21.0,11.86,5.37925,71.0,1.313,1,0,0,1,920,10.322443398648781
11,Azerbaijan,Asia,Western Asia,97.97142857142856,100.0,7.603028660640131,30.187447628656894,57.81491743403318,25.152035692130827,0.20835600276462807,1.651464870064285,81980.0,447.0,13.528571428571428,19.506213080221805,0.0,4.654881201684476,166.69609323541664,-0.9530538395047194,1.5,6.3,71.027245,14.126941680908223,99.04504067557198,0.0,0.0,0.0,16.742395000000002,1.7257142857142858,53564340140.55675,1.031903468069368,5348.358936647893,20122.358244631447,0.601359902858734,7.7882762648736765,1.871628589565695,54.40931773018334,71.40514285714286,0.052835951125340716,4.1771029970863,120.89578632376825,0.6371744669013458,41.35349733439147,23.26107205451206,10012810.5,43.750625,3.5,1.8960000000000001,5.55825,23.0,2.248,0,0,1,0,2560,25.567247078130563
12,"Bahamas, The",Latin America & Caribbean ,Latin America & Caribbean ,100.0,100.0,13.1965045928955,0.0,1.2987012987012985,0.7992007992007993,0.020355957280438864,0.677452851379533,1520.0,1292.0,11.601142857142857,67.33738060917463,0.0,29.3360500335693,117.77182895577499,1.1478094309568412,12.5,7.542142857142857,58.706705,0.0,98.28638458251956,0.0,0.0,0.0,0.0,1.4135714285714285,11565012720.475388,1.3138736963717665,29326.506007906337,31264.18249913458,0.0,2.19133558383225,25.310715935939967,0.0,72.97328571428571,0.10761588511229021,0.0,39.32790067075781,0.449024177451168,0.0,0.0,394393.25,16.794874999999998,19.0,4.236,10.35125,64.0,0.0,1,0,0,0,2275,576.8354301195571
13,Bahrain,Asia,Western Asia,100.0,100.0,2.4318483670552564,0.0,10.367164645423307,2.6779379178154663,0.0014158491956604167,2.2644392737661887,19132.0,83.0,13.243428571428572,87.07079088585576,0.0,3.3365117460489273,116.94670903991124,-0.008013577666133708,1.075,2.185142857142857,70.99363,2.948333283265432,86.07666778564452,0.0,0.0,0.0,0.0,1.9008571428571428,36397667679.579445,2.5343835702596227,24274.140820362485,55382.13385547569,0.6614569284121197,1.005417156510632,0.22797050542074626,133.7068965517,79.47171428571428,0.033299902608140364,3.8645007818516075,1899.4364502085457,1.7564496421319633,45.207562440985384,0.0,1498751.25,10.537874999999998,8.3,1.566,1.326375,42.0,2.072,0,0,1,0,130,8.673887678158733
14,Bangladesh,Asia,Southern Asia,23.54285714285714,91.08571428571429,13.146852111816397,68.375203720696,71.6061853181005,60.203514085975485,0.048071688515205414,0.33451899450096373,224600.0,2666.0,18.23757142857143,0.0,0.0,2.7699511746565517,188.37579930951637,-0.9846237003803254,17.1,5.4838571428571425,42.52353,3.7682681481043496,60.14124298095703,0.0,0.0,64.32827,33.27739,2.0207142857142855,263754162560.36456,6.520836726679931,1587.0644959940532,6938.248890926931,0.46719657309850066,6.396050017878913,2.2602688459346933,5.7233394816,72.32828571428571,0.3909608528740916,1.1549710394797974,1267.3273543388316,0.9134942016749925,32.952440679438176,15.462255637735963,165780375.25,62.214375000000004,19.5,0.0224,4.672499999999999,24.0,2.126,0,1,0,0,35490,21.40784151711588
15,Barbados,Latin America & Caribbean ,Latin America & Caribbean ,100.0,100.0,1.8347583462794619,0.0,23.25581395348837,16.27906976744186,0.024918188044905833,0.5650343005431909,844.0,1422.0,10.890428571428572,133.20219763161415,0.0,4.432922452688216,138.73293196526333,1.26956160366535,7.475,8.939,57.7531575,0.0,99.36037635803223,0.0,29.6064,39.30671,29.81381,1.6235714285714287,5185134164.23341,1.0020313706094868,18436.141224056817,17959.897823305655,0.0,4.7016574581392,11.961710298405423,87.5,77.24928571428572,0.07600228563436988,0.0,653.7707641196013,0.14902390193232362,0.0,0.0,281273.25,68.769625,16.0,9.21,8.632,69.0,0.0,1,0,0,0,2035,723.4957465738388
16,Belarus,Europe,Eastern Europe,99.65714285714286,99.42857142857143,6.44600248336792,0.3578901042635234,41.11345124245592,27.95935396090914,0.6042194669746174,3.0872150779417464,155740.0,618.0,10.045428571428571,37.286038248530474,0.0,5.230910003185274,549.0752790966972,-0.28139587538316846,0.55,14.183857142857144,73.7112625,0.920000016689301,99.86503505706787,0.0,0.0,50.45858,16.28978,1.5080000000000002,58022957172.38291,0.6994194421939354,6201.122410324079,26513.950210465715,0.700078189373016,7.944697243602906,2.5728283377318175,4.58690397715,73.47112891986065,0.0018025626877813,1.505580873325075,46.23846801894886,-0.37930417843136377,27.21381877883313,21.566441149663373,9359477.125,20.7645,8.875,10.924000000000001,4.4254999999999995,37.0,2.291,0,0,1,0,2395,25.589036310615484
17,Belgium,Europe,Western Europe,100.0,100.0,1.1031643067087438,0.0,44.464657207895755,28.088552118775826,0.07452071224051594,0.5806164830635029,29460.0,847.0,10.257142857142856,105.56077547252673,0.0,1.4163814101900358,120.69692905332663,1.4433289766311637,5.325,9.857142857142858,73.5811825,15.733442851475315,96.42760794503349,0.0,23.81164,0.0,22.2845,1.6042857142857143,491801637627.7814,1.7354414399359932,42651.314593043724,59952.867504899914,0.7600598039627074,3.052171362962453,1.07652643158746,52.01703721335,81.52926829268293,0.00839270605956854,1.000785112855995,377.35066667878465,0.5564567619056963,18.32903802250728,26.994299400482276,11526880.75,1.9425000000000008,4.625,10.232,6.1395,73.0,1.51,1,0,0,1,4900,42.50933193700299
18,Belize,Latin America & Caribbean ,Latin America & Caribbean ,82.94285714285715,95.0,8.942747563123705,0.0,7.7159140727750986,4.120999561595791,0.24354984180799955,1.0284907546863318,1800.0,1705.0,19.43,0.0,0.0,3.8147112317383267,109.58045589471388,-0.23534305579960335,34.55,5.246285714285714,55.3517175,1.839864790439605,86.35045928955078,0.0,32.206085,40.815045,9.766425,2.1718571428571427,2266930537.1349015,2.2831451074937927,5839.4272951078,11707.782634297946,0.0,2.0364921468926642,34.06839509058023,1.2602944847,72.69728571428571,0.2110670312523518,0.9929904983177222,16.86511555082357,1.7873175235447187,0.0,0.0,387994.875,54.0105,46.75,5.432,8.585125,0.0,0.0,1,0,0,0,490,126.29032793281095
19,Benin,Africa,Western Africa,5.514285714285714,41.42857142857143,44.63402048746747,0.8886075949367089,39.2417882481123,29.280146581867935,0.22350272446915811,0.22030140658177993,11600.0,1039.0,37.609428571428566,0.0,0.0,6.588398592812679,113.37008907925312,-0.27205862104892725,3.65,9.450000000000001,51.353390000000005,0.649071395397185,28.6687816619873,0.0,0.0,0.0,0.0,5.116714285714286,14594358647.34267,5.773060774663584,1126.2223274020123,3316.5883772368065,0.401080353975296,1.2175048638834383,1.1274974068,0.975243811,59.97885714285714,2.952919319737604,0.6316645903439689,112.8703326914306,2.70998357326461,16.430345879529572,0.0,12900230.625,51.851125,8.5,8.303999999999998,1.58625,43.0,2.306,0,1,0,0,4520,35.03813328143504
20,Bermuda,Latin America & Caribbean,Latin America & Caribbean,0.0,100.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0046877682348879166,0.0,0.0,0.0,8.342857142857143,0.0,0.0,0.0,0.0,1.2191364616155624,0.0,8.72857142857143,0.0,9.98999977111816,0.0,0.0,32.15812,44.39473,16.98494,1.342857142857143,6813142465.889671,0.9675268211059223,106151.80805665665,94260.66831771295,0.0,0.0,8.485000252769046,0.0,80.972,0.0,0.0,1187.1534391534392,0.2407184141036065,0.0,0.0,64180.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
21,Bhutan,Asia,Southern Asia,84.38571428571429,99.57142857142857,14.89899768829346,0.0,13.277375378393474,2.2937354993159884,0.12481923233223934,0.0,0.0,2200.0,13.587428571428571,97.0565888299681,0.0,7.99513308207193,179.73196272334638,1.49371001124382,3.725,6.649571428571428,65.6745375,2.15000009536743,32.3600006103516,0.0,0.0,0.0,0.0,1.5445714285714285,2491232735.2902923,2.7480923946918785,3257.3105528523256,13673.34612041155,0.475297033786774,4.558756918056321,1.5205127430494039,1.4138075314,71.37457142857143,0.11695185497410884,0.0,20.05014784078477,0.7495190198317687,0.0,0.0,767441.375,58.06725,12.75,0.192,3.837125,68.0,1.564,0,1,0,0,640,83.39399214695716
22,Bolivia,South America,South America,86.44285714285715,95.31428571428572,12.12236368656157,0.7889243410806084,35.437551713679106,4.743887644894569,0.4024585963230148,1.276767477338756,71060.0,1146.0,22.39842857142857,0.0,0.0,6.144892394542696,148.27967121360663,-0.8003562688827514,43.2,8.109857142857143,51.1049175,1.1694088727235792,68.50689935684204,0.0,0.0,0.0,0.0,2.6967142857142856,36934847638.98163,2.3700737961294713,3150.506127758424,9613.34362679983,0.0,2.0698649880363282,4.730794603737398,1.2365042239666668,66.27757142857142,0.5006814767157499,1.3865360191562761,10.752221914520446,1.322722608960645,22.549546799407928,41.18133109529867,11722416.625,30.04625,41.25,4.048,4.24025,29.0,2.009,0,1,0,0,1200,10.23679705634076
23,Bosnia and Herzegovina,Europe,Southern Europe,41.15,100.0,7.81849747896195,0.0,43.61607142857143,19.98046875,0.30500894350732866,0.7480630749330281,10800.0,1028.0,8.738285714285714,45.386280570456925,0.0,12.301638466971259,109.0596674764705,-0.6086880229413509,16.9,13.349714285714285,65.22430750000001,1.579816564917565,88.00028514862062,0.0,0.0,0.0,0.0,1.3551428571428572,18728598180.48508,3.001750174478497,5655.013410285862,17232.905266378668,0.605649699529012,2.7828761994554156,1.1974203190409378,2.2638058875666665,76.41357142857143,0.00808240086568648,0.8100115648432334,65.243515625,-1.244640079385108,21.179801427274423,0.0,3321043.625,51.1475,80.0,6.2219999999999995,16.764625,35.0,1.961,0,1,0,0,980,29.508796350123223
24,Botswana,Africa,Austral Africa,64.25714285714285,70.2,15.4560804367065,0.0,45.63342080254896,0.4584697676646223,0.11220875493170142,0.9401666084863531,9000.0,416.0,24.68914285714286,16.305284480008485,0.0,10.0703439712524,158.01930702850126,0.7009329795837402,0.675,7.1850000000000005,65.9302375,1.1857792377471945,89.06944885253908,0.0,0.0,0.0,0.0,2.8581428571428575,16041076343.541407,3.743849360146946,6811.894202910439,17741.83554992441,0.41684833335876464,4.749829811972351,9.612937410099349,2.186115061516667,65.11485714285713,0.43851243413885915,2.99469106941732,4.118860833200995,1.4801620045850687,0.0,0.0,2352527.25,29.527625,48.0,7.703999999999999,21.235875,59.0,1.863,1,0,0,0,400,17.002991144948478
25,Brazil,South America,South America,96.27142857142857,99.74285714285715,3.5419613974435,2.914134075429355,27.611766527686097,6.654798794947202,0.27438074089122033,0.7257756655239506,749000.0,1761.0,13.512285714285714,85.34797352751647,0.0,4.462312800543649,176.646503389384,-0.4866320304572581,4.725,7.143428571428572,57.1304575,0.8433333237965903,84.32456874847412,0.0,0.0,0.0,0.0,1.6875714285714287,1823127704195.371,1.0578021443356107,8778.031583962216,18032.160540108373,0.552407224178314,5.621305009481014,26.002546762496344,2.0251389448333335,74.27142857142857,0.1086330890039682,1.2816786662599189,24.78339900640915,0.5733093064240888,12.141122349041044,42.96027054196141,207642819.875,13.065375000000001,50.425,7.766,11.58375,36.0,2.589,1,0,0,0,52520,25.293434192242614
26,British Virgin Islands,Latin America & Caribbean ,Latin America & Caribbean ,0.0,100.0,15.35181951522825,0.0,46.666666666666664,6.666666666666667,0.028301276671069565,0.0,0.0,0.0,7.385285714285715,0.0,0.0,3.3529649525880854,0.0,0.0,0.0,6.359,0.0,0.0,0.0,0.0,29.8569,35.07155,35.07155,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.55985714285714,0.0,0.0,238.9447619047619,1.5284450677390788,0.0,0.0,36234.625,51.669125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
27,Brunei Darussalam,Asia,South-Eastern Asia,100.0,100.0,1.4659176412969837,0.0,2.5426944971537004,0.7590132827324478,0.009094301880089467,4.012367877615887,8860.0,2722.0,14.670142857142858,0.0,0.0,2.2128822933882466,101.6870964453162,0.9566632807254798,1.225,4.875285714285715,67.55775249999999,4.661062558492026,90.20163091023765,0.0,19.5228,60.84435,18.8945,1.8287142857142857,13034863402.36074,0.2616964593919011,29344.99281165835,78486.3277029988,0.626391351222992,0.851047409981341,0.0,3.4664657121,74.70042857142857,0.08679166033882482,3.0714261562743475,83.90677690431012,1.0428941902159372,0.0,0.0,444283.75,21.915,9.5,0.43,6.98475,0.0,0.0,0,0,1,0,5,1.1254069049340651
28,Bulgaria,Europe,Eastern Europe,0.0,98.97142857142856,3.1972413914544258,1.850229038040231,46.36432650805348,32.108683019265186,0.49825119633441767,1.0407108971629242,34650.0,608.0,8.8,31.228307754541543,0.0,4.23722996030535,120.72998587355062,-0.21287948265671724,1.15,17.085714285714285,71.76694499999999,18.19661821637833,99.11563219342914,0.0,0.0,0.0,0.0,1.5942857142857143,57388005699.912125,2.8251674865171434,8356.233015478012,28177.329434683816,0.6533917986551919,4.614938267883594,1.210072491202177,39.84773449625,74.16933797909408,0.00975438665476684,1.6999411304830963,64.03259422044425,-1.3433412416731556,24.57659470199106,18.564345183883038,6888280.625,24.484,23.0,11.792,5.269875,45.0,1.629,1,0,0,0,2025,29.397757005580765
29,Burkina Faso,Africa,Western Africa,13.328571428571427,17.514285714285712,49.6335849761963,0.0,51.5921473475355,27.521554197994988,0.28355197109140257,0.17524505256899076,11130.0,748.0,36.77657142857142,56.82585041700564,0.0,29.32659626007081,115.72236706112137,-0.14321487210690967,43.025,8.916857142857143,51.185635000000005,1.0212590098381031,19.35076732635498,0.0,0.0,0.0,0.0,4.976,15072872224.379599,4.758244865273545,709.0068402395327,2364.804051375601,0.3769919714132947,2.65221409694134,1.18565165798943,7.8202676864,59.673571428571435,1.475163592360012,2.2630484798801236,76.55204365079365,2.5494453976360387,42.38971744600215,12.849298877120622,21204781.25,69.69262499999999,13.0,10.074000000000002,4.953125,41.0,2.969,0,0,1,0,3390,15.986960487979568
30,Burundi,Africa,Eastern Africa,0.1142857142857143,9.528571428571428,34.24411010742188,0.0,79.77029650645305,47.332601802403204,0.09965289880591262,0.8681576171464526,43020.0,1274.0,36.498714285714286,0.0,0.0,15.454173851013204,211.91115826352674,-1.4762224555015564,17.7,7.614142857142857,46.2114575,0.0,18.0,0.0,0.0,0.0,0.0,5.279142857142857,3241415908.929346,1.412332253310458,261.203920221851,853.9468471204706,0.38524847388267536,9.947095224653157,5.82391017787918,10.19286754,61.655857142857144,2.7212551628545443,2.4611573821561463,477.106191588785,2.6801757966122564,58.51028674274176,0.0,12431757.375,86.44262499999999,4.5,4.152,1.095875,20.0,2.567,0,0,1,0,11245,90.45382451409047
31,Cabo Verde,Africa,Western Africa,79.98571428571428,92.0,16.268469969431568,0.0,19.6029776674938,12.40694789081886,0.0972676735651445,0.5134596361893258,1080.0,228.0,17.767714285714288,0.0,0.0,11.329571723937983,113.52914379900263,0.8817816898226741,14.375,5.411714285714285,54.10936,0.0,0.0,0.0,38.589484999999996,40.3875,17.396140000000003,1.9704285714285714,1945735418.4194763,3.3792732961941763,3771.318621520826,8348.802441179174,0.0,1.9829393130475248,7.03086735937606,50.190258962983336,75.37914285714285,0.09803040515428374,0.5130127315735998,127.75735554767813,0.24009532738916714,0.0,0.0,515795.75,33.593375,15.75,6.182,12.68725,64.0,0.0,1,0,0,0,10,1.9387519187585396
32,Cambodia,Asia,South-Eastern Asia,37.028571428571425,83.39999999999999,13.800915082295736,0.0,33.656141432779776,22.979750250882137,0.24679874692942572,2.092117475686133,191120.0,1904.0,20.349857142857143,0.0,0.0,6.888966321945187,133.5844573618776,-1.2887026071548462,51.95,6.175142857142857,53.5470775,0.4124490976333618,46.37848892211912,0.0,0.0,0.0,0.0,2.4098571428571427,31720924920.24566,5.28640882477227,1904.2206383436496,6114.6098850808985,0.49175824697812365,2.958204502588011,0.0,1.0365448505,70.26971428571429,0.5673648115188875,2.1599280224619526,93.54140688226344,1.3635178219673,51.24604905619414,12.320507944274787,16625923.0,75.957625,99.0,7.8740000000000006,0.26625,22.0,2.028,0,0,1,0,1985,11.939186774773345
33,Cameroon,Africa,Central Africa,26.428571428571427,63.82857142857143,45.93759972708566,0.0,20.625753633305838,13.1158638488714,0.2468684901374543,0.3088024725421829,29960.0,1604.0,36.11571428571428,0.0,0.0,5.264235496520995,122.82790574853362,-1.1666012704372388,29.4,8.463571428571429,44.7311075,0.0,60.223518371582,0.0,0.0,0.0,0.0,4.614,37582126882.632065,3.261433047312563,1451.9235614150462,4821.275289523621,0.39490739711125694,2.922027151254313,3.99077530253633,1.5604301075,60.84728571428571,2.214944374319606,1.03047009550028,53.990917717597924,2.7534044881405877,26.25286424852569,28.912036321307987,25878376.75,42.743249999999996,15.0,10.074,3.6785,27.0,2.773,0,0,1,0,59590,230.26946618666875
34,Canada,North America,North America,100.0,100.0,0.47087500989437103,0.0,6.452859440463451,4.314253996154521,1.0329424607280273,0.3498981007400006,71180.0,537.0,9.87142857142857,60.7843054570102,0.0,2.2608928595270426,119.678377218088,1.7322590202093124,0.35,7.885714285714285,79.54044,9.536359012126919,95.42577266693115,0.0,0.0,0.0,0.0,1.4714285714285715,1675766202688.4888,1.7551622858728724,44290.0004911063,56459.05666956447,0.7988700188000997,2.7546417426276344,1.8695248953808632,3.729085135583333,81.766968641115,0.01793992521841714,1.2843947181661375,4.208279013344398,1.4505477761934078,19.98463664673962,45.70633337509468,37831539.0,18.453500000000002,1.5,9.912,6.608625,76.0,1.449,1,0,0,1,11025,29.142351306406013
35,Central African Republic,Africa,Central Africa,0.8142857142857143,14.742857142857144,56.9655303955078,0.0,8.54876377595245,2.889338341519792,0.36675914935773607,0.5059698356630089,9260.0,1343.0,41.965857142857146,0.0,0.0,15.1403532028198,155.62376773981975,-1.2587606757879262,152.975,11.256428571428572,33.676565,0.0,30.8433303833008,0.0,0.0,0.0,0.0,6.002000000000001,1957947951.162883,2.4277900118539293,394.16934477205484,1123.2767345755371,0.291631907224655,3.494439143880415,20.120400654,0.3356481481,54.22157142857143,5.4616856098802895,1.7435009198036775,7.926716519218687,1.3382089030074955,42.253065981680294,0.0,4964965.25,57.961,22.0,1.95,5.819125,24.0,3.009,0,0,1,0,3170,63.84737536682659
36,Chad,Africa,Central Africa,6.857142857142857,10.357142857142858,60.1878922780355,0.0,39.9761753494282,4.209021601016518,0.3234279047880149,0.7849438429366538,39540.0,322.0,44.179428571428566,0.0,0.0,27.358760016305087,122.92012966696375,-1.4602499604225163,168.175,12.645857142857142,36.282714999999996,2.73194313049316,22.1967077255249,0.0,0.0,0.0,0.0,6.407428571428572,10377530968.597076,0.06680790927509683,611.4234105025857,1810.4634084577192,0.2972705918153127,2.661103297003931,0.0,4.294921875,52.682,6.904428218767213,2.641950336381701,13.283653566890544,3.46018059009694,35.08799953456713,8.224766438350269,17050812.5,76.549625,59.0,3.754,1.225875,20.0,2.704,0,0,1,0,1805,10.586005798843896
