index,country,continent,sub-region,year,clean fuels for cooking (% of population),Access to electricity (% of population),Adolescents out of school (% of lower secondary school age),Agricultural irrigated land (% of total agricultural land),Agricultural land (% ),Arable land (% of land area),Arable land (hectares per person),Armed forces (% labor force),"Armed forces personnel, total",precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)","Children in employment, total (% of children ages 7-14)",Children out of school (% of primary school age),Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),"Death rate, crude (per 1,000 people)",doing business score,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Electric power consumption (kWh per capita),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Fertility rate, total (births per woman)",GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",Human capital index (HCI) (scale 0-1),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)",Level of water stress,"Life expectancy at birth, total (years)",Lifetime risk of maternal death (%),Military expenditure (% of GDP),Population density,Population growth (annual %),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Rural population (% of total population),Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,free,partly free,not free,OCDE,immigration_flow,immigration_100k
10,Albania,Europe,Southern Europe,2018,80.7,100.0,1.20904004573822,14.990447848146763,42.84967153284672,22.311897810218976,0.2132818583465672,0.6458001463813665,9000.0,1485.0,10.517,63.633762489381375,0.0,1.36746001243591,117.392740239274,-0.546018898487091,11.3,8.308,66.99561,13.6559572219849,97.0979614257812,0.0,0.0,0.0,0.0,1.44,12702504600.374044,4.019345616955761,4431.555595069888,14698.537618176755,0.628666281700134,2.02805963071136,2.29404594278858,5.7572115385,79.184,0.007561881409934,1.16054478505068,104.61226277372263,-0.246732042281782,27.50639253798073,0.0,2866376.0,39.681,4.5,5.11,12.304,37.0,1.809,False,True,False,False,645,22.502281626695172
11,Albania,Europe,Southern Europe,2019,82.0,100.0,2.05876994132996,15.247018739352642,42.84671532846716,22.26277372262774,0.2137208056503576,0.5650415835290379,8000.0,1485.0,10.343,74.80828292847738,0.0,2.19484996795654,119.049258384382,-0.564274072647095,10.8,8.48,67.74847,14.6913003921509,97.4445037841797,0.0,0.0,0.0,0.0,1.414,12964502337.028353,2.0625675399998897,4542.268662828925,15065.749572617848,0.0,1.41109078954246,2.26174791010144,6.796875,79.282,0.0073883772234783,1.28080596201472,104.16755474452556,-0.426007367032238,27.73094192984293,0.0,2854191.0,38.771,4.5,5.11,11.466,37.0,1.809,False,True,False,False,620,21.72244254151176
12,Albania,Europe,Southern Europe,2020,83.1,100.0,2.79332995414734,15.614878748750597,42.53850364963503,21.88321167883212,0.2112867879862529,0.5915414016129855,8000.0,1485.0,10.285,83.45420238840248,0.0,3.96765995025635,120.978911881374,-0.573538780212402,0.0,10.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12534895529.692389,-3.3137161471208287,4417.041051053945,14650.395929180151,0.634250938892365,1.62088661717011,2.12777201167065,4.7235576923,76.989,0.0114917402486135,1.29583570269739,103.57113138686132,-0.574206959244013,28.009724022704518,0.0,2837849.0,37.888,0.0,4.47,11.69,37.0,1.809,False,True,False,False,285,10.042817641107755
13,Albania,Europe,Southern Europe,2021,83.6,100.0,2.63306999206543,16.54448971689562,41.47189781021898,21.89416058394161,0.2133610464400821,0.0,0.0,1485.0,10.24,81.9201331889469,0.0,6.6652398109436,123.448662047404,-0.577179968357086,0.0,11.325,0.0,15.0756807327271,97.8259353637695,0.0,0.0,0.0,0.0,1.39,13659219676.833162,8.969553391789347,4858.052015009309,16113.136518723422,0.0,2.04147163139549,2.31196864129807,4.7836538462,76.463,0.0,1.24298808396067,102.61554744525549,-0.926918061639398,28.39538248992645,0.0,2811666.0,37.031,0.0,0.0,11.474,37.0,1.809,False,True,False,False,550,19.561356149699144
14,Albania,Europe,Southern Europe,2022,84.6,100.0,2.74965000152588,0.0,41.44525547445255,21.828467153284677,0.0,0.0,0.0,0.0,10.116,0.0,0.0,8.47797012329102,131.750834819418,-0.408189445734024,0.0,11.194,0.0,16.1791229248047,97.853141784668,0.0,0.0,0.0,0.0,1.376,14318507636.805494,4.826688314344366,5154.8274975368,17097.478359980203,0.0,6.72520271530048,0.0,0.0,76.833,0.0,1.21098343566728,101.37551094890512,-1.21579032012532,28.866769969381615,0.0,2777689.0,36.201,0.0,0.0,10.137,37.0,1.809,False,True,False,False,525,18.900604063305863
15,Albania,Europe,Southern Europe,2023,0.0,0.0,5.44810009002686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8653202056885,138.021863913783,-0.332218527793884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14882173624.92183,3.9366252574216674,5419.637791252726,17975.798394641213,0.0,4.75976421930107,0.0,0.0,0.0,0.0,1.7439916766918602,0.0,-1.14841763771287,29.315944937372457,0.0,2745972.0,35.397000000000006,0.0,0.0,10.108,37.0,1.809,False,True,False,False,655,23.853120133781406
16,Algeria,Africa,North Africa,2016,99.6,99.4,0.0,3.0476351661742447,17.36553218842855,3.108734325016868,0.1812501669187185,2.6021837013716924,317200.0,89.0,25.166,0.0,0.0,0.411570012569427,134.844870195013,-0.673700511455536,11.1,4.472,46.10981,0.0,0.0,0.0,0.0,0.0,0.0,3.051,194806115978.10895,3.899999999999949,4768.7314008021785,15511.685876665688,0.0,6.39769480268757,1.34360193923407,129.8719572253,75.732,0.307441866468971,6.384928983018651,17.151621859807594,2.05569111181654,8.994523991336251,6.427396960753764,40850721.0,28.541,18.0,0.6,10.202,36.0,2.11,False,False,True,False,2815,6.890943246754445
17,Algeria,Africa,North Africa,2017,99.7,99.5,0.0,3.160412604666875,17.355010809319733,3.136700044211356,0.179202032156981,2.565225096479168,317000.0,89.0,24.755,0.0,0.0,0.239820003509521,142.384203185789,-0.598896265029907,12.5,4.542,46.22686,0.0,0.0,0.0,0.0,0.0,0.0,3.05,197728207717.78067,1.5000000000000284,4742.900755366039,15427.6641894871,0.523,5.59111590961664,1.27380650772187,137.9203602082,75.743,0.307988287660602,5.92438332688534,17.503708001835633,2.03200060784518,8.853370070831009,6.379030263857399,41689299.0,27.947999999999997,18.0,0.61,12.0,36.0,2.11,False,False,True,False,2635,6.32056681979709
18,Algeria,Africa,North Africa,2018,99.7,99.6,0.0,0.0,17.356567989550502,3.149252416614569,0.1764662374704549,2.533090795882744,317000.0,89.0,24.074,0.0,0.0,0.127820000052452,148.463994714821,-0.658903956413269,11.8,4.482,48.49803,0.0,0.0,0.0,0.0,0.0,0.0,3.023,200496402625.82965,1.40000000000002,4717.003588535562,15343.426122125536,0.531993925571442,4.26999020467084,1.35473538571451,137.9203602082,76.066,0.24733282744186,5.48358870056161,17.846203680416973,1.93780623340147,8.725158143657367,6.336995134811676,42505035.0,27.370999999999995,18.0,0.61,12.137,36.0,2.11,False,False,True,False,3225,7.5873364179090785
19,Algeria,Africa,North Africa,2019,99.7,99.5,0.0,3.3446549164851618,17.347004145287,3.161804747031688,0.1739387681764811,2.502562363340951,317000.0,89.0,23.298,0.0,0.0,0.123769998550415,151.361667767746,-0.656169533729553,11.3,4.392,48.59758,0.0,64.0072479248047,0.0,0.0,0.0,0.0,2.988,202300870249.462,0.8999999999999488,4672.664086821976,15199.198996564772,0.0,1.95176821052892,1.21530387918325,137.9203602082,76.474,0.238887178143983,5.999941463985721,18.17768850601304,1.84041291439333,8.613432482785838,6.304085045723773,43294546.0,26.811000000000007,18.0,0.61,12.259,36.0,2.11,False,False,True,False,3705,8.557659895544349
20,Algeria,Africa,North Africa,2020,99.7,99.7,0.0,0.0,17.335172464176416,3.161804747031688,0.1709864320474702,2.706086544798142,326000.0,89.0,22.431,0.0,0.0,0.301530003547668,155.017250238567,-0.666826963424683,0.0,5.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.942,192185826736.98892,-4.999999999999972,4363.685337669116,14194.155747826126,0.534556448459625,2.41513094083414,1.50512065521262,137.9203602082,74.453,0.241702983996239,6.65871082968014,18.491553447667066,1.71191216459393,8.522814948963857,6.284127154634869,44042091.0,26.267,0.0,0.54,14.057,36.0,2.11,False,False,True,False,2720,6.175910221882971
21,Algeria,Africa,North Africa,2021,99.7,99.8,0.0,0.0,17.330615293602452,3.161804747031688,0.1682398370066829,0.0,0.0,89.0,21.524,0.0,0.0,0.196449995040894,166.218894516626,-0.635961413383484,0.0,4.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.889,199488888152.99445,3.7999999999999545,4456.746876411467,14496.865469729872,0.0,7.22606307415477,1.57318234314011,137.9203602082,76.377,0.0,5.57082878533287,18.793436817857188,1.61936460233826,8.451127014287588,6.275891483361479,44761099.0,25.739000000000004,0.0,0.0,13.63,36.0,2.11,False,False,True,False,3075,6.8698045148534
22,Algeria,Africa,North Africa,2022,99.7,100.0,0.0,0.0,17.34450597273171,3.161804747031688,0.0,0.0,0.0,0.0,20.572,0.0,0.0,0.628679990768433,181.619931977783,-0.638041079044342,0.0,4.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.829,206670488126.5022,3.59999999999998,4544.466880596469,14782.200296889288,0.0,9.26551551551553,0.0,0.0,77.129,0.0,4.69502219300875,19.094179006029623,1.58758210690673,8.392922517890577,6.27555596914326,45477389.0,25.227999999999994,0.0,0.0,12.346,36.0,2.11,False,False,True,False,6175,13.578176178935866
23,Algeria,Africa,North Africa,2023,0.0,0.0,2.75701999664307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975709974765778,198.550857618244,-0.589308321475983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215143978139.68887,4.100000000000037,4660.405456868855,15159.32423719395,0.0,9.32217375928322,0.0,0.0,0.0,0.0,8.1717205566288,0.0,1.49897601193923,8.351281225677676,6.285842288374899,46164219.0,24.732,0.0,0.0,11.701,36.0,2.11,False,False,True,False,5250,11.372444100050734
24,American Samoa,Oceania,Oceania,2016,0.0,0.0,0.0,0.0,13.750000000000002,4.6,0.0176093406067566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15941143035889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661697709.9236641,-1.6793893129770936,12665.28299212679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.225,-1.20431808595042,0.0,0.0,52245.0,12.802000000000008,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
25,American Samoa,Oceania,Oceania,2018,0.0,0.0,0.0,0.0,14.05,4.7,0.0184646813860297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78064966201782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631900763.3587786,2.6711185308847973,12412.602407456168,0.0,0.0,0.0,26.8461919709235,0.0,0.0,0.0,0.0,254.54,-1.32302357149178,0.0,0.0,50908.0,12.846999999999994,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
